Step,Information:,X=1.26191n,Run:,15/20
5.01187233627275e+008,-3.03218450472013e+001,7.68979277197771e+001,-1.77979432361381e+002,0.00000000000000e+000
6.30957344480197e+008,-3.19744777371368e+001,5.03304208307850e+001,-1.77979432361381e+002,0.00000000000000e+000
7.94328234724286e+008,-3.25810530760606e+001,1.68077634992424e+001,-1.77979432361381e+002,0.00000000000000e+000
1.00000000000001e+009,-3.13634550385776e+001,-1.63217391383723e+001,-1.77979432361381e+002,0.00000000000000e+000
1.25892541179417e+009,-2.90661756058855e+001,-4.18471108928065e+001,-1.77979432361381e+002,0.00000000000000e+000
1.58489319246112e+009,-2.66125112544145e+001,-6.05530626478150e+001,-1.77979432361381e+002,0.00000000000000e+000
1.99526231496889e+009,-2.43306697078572e+001,-7.52159981613370e+001,-1.77979432361381e+002,0.00000000000000e+000
2.51188643150960e+009,-2.22853422630707e+001,-8.76805467205821e+001,-1.77979432361381e+002,0.00000000000000e+000
3.16227766016840e+009,-2.04852996873431e+001,-9.89447327834750e+001,-1.77979432361381e+002,0.00000000000000e+000
3.98107170553500e+009,-1.89373301588627e+001,-1.09488664717424e+002,-1.77979432361381e+002,0.00000000000000e+000
5.01187233627275e+009,-1.76498984097681e+001,-1.19459913989826e+002,-1.77979432361381e+002,0.00000000000000e+000
6.30957344480197e+009,-1.66235928436994e+001,-1.28793274676164e+002,-1.77979432361381e+002,0.00000000000000e+000
7.94328234724287e+009,-1.58427405114275e+001,-1.37324631130197e+002,-1.77979432361381e+002,0.00000000000000e+000
1.00000000000001e+010,-1.52749279190717e+001,-1.44897059845797e+002,-1.77979432361381e+002,0.00000000000000e+000
1.25892541179418e+010,-1.48779781132150e+001,-1.51428515934904e+002,-1.77979432361381e+002,0.00000000000000e+000
1.58489319246112e+010,-1.46090357533953e+001,-1.56927411267735e+002,-1.77979432361381e+002,0.00000000000000e+000
1.99526231496889e+010,-1.44310055246024e+001,-1.61471850101057e+002,-1.77979432361381e+002,0.00000000000000e+000
2.51188643150960e+010,-1.43150670506676e+001,-1.65177787628788e+002,-1.77979432361381e+002,0.00000000000000e+000
3.16227766016840e+010,-1.42403972502663e+001,-1.68172418785468e+002,-1.77979432361381e+002,0.00000000000000e+000
3.98107170553500e+010,-1.41926578759877e+001,-1.70577566204958e+002,-1.77979432361381e+002,0.00000000000000e+000
5.01187233627276e+010,-1.41622814686463e+001,-1.72501590869236e+002,-1.77979432361381e+002,0.00000000000000e+000
6.30957344480198e+010,-1.41430122964073e+001,-1.74036786777677e+002,-1.77979432361381e+002,0.00000000000000e+000
7.94328234724287e+010,-1.41308129054440e+001,-1.75259720569839e+002,-1.77979432361381e+002,0.00000000000000e+000
1.00000000000000e+011,-1.41230990462365e+001,-1.76232887875164e+002,-1.77979432361381e+002,0.00000000000000e+000
