Step,Information:,X=20p,Run:,6/20
1.00000000000000e-001,7.46302766703879e+001,-6.28821072618475e+000,-2.13979400086720e+002,0.00000000000000e+000
1.25892541179417e-001,7.45973239701946e+001,-7.89545154793427e+000,-2.13979400086720e+002,0.00000000000000e+000
1.58489319246111e-001,7.45456060121348e+001,-9.89849775693553e+000,-2.13979400086720e+002,0.00000000000000e+000
1.99526231496888e-001,7.44648838897473e+001,-1.23805921960482e+001,-2.13979400086720e+002,0.00000000000000e+000
2.51188643150958e-001,7.43399544905965e+001,-1.54294146145236e+001,-2.13979400086720e+002,0.00000000000000e+000
3.16227766016838e-001,7.41490591245715e+001,-1.91250319101573e+001,-2.13979400086720e+002,0.00000000000000e+000
3.98107170553497e-001,7.38627727670127e+001,-2.35180321621675e+001,-2.13979400086720e+002,0.00000000000000e+000
5.01187233627272e-001,7.34446118703329e+001,-2.85971556920570e+001,-2.13979400086720e+002,0.00000000000000e+000
6.30957344480193e-001,7.28550103115816e+001,-3.42533193110818e+001,-2.13979400086720e+002,0.00000000000000e+000
7.94328234724282e-001,7.20594702031432e+001,-4.02586779616605e+001,-2.13979400086720e+002,0.00000000000000e+000
1.00000000000000e+000,7.10388114215992e+001,-4.62843777937386e+001,-2.13979400086720e+002,0.00000000000000e+000
1.25892541179417e+000,6.97962433493186e+001,-5.19632813868359e+001,-2.13979400086720e+002,0.00000000000000e+000
1.58489319246111e+000,6.83566115034681e+001,-5.69698848923012e+001,-2.13979400086720e+002,0.00000000000000e+000
1.99526231496888e+000,6.67585015336172e+001,-6.10742946553600e+001,-2.13979400086720e+002,0.00000000000000e+000
2.51188643150958e+000,6.50445149902260e+001,-6.41496288608893e+001,-2.13979400086720e+002,0.00000000000000e+000
3.16227766016838e+000,6.32545689916803e+001,-6.61452614171680e+001,-2.13979400086720e+002,0.00000000000000e+000
3.98107170553498e+000,6.14236287875228e+001,-6.70506042499876e+001,-2.13979400086720e+002,0.00000000000000e+000
5.01187233627273e+000,5.95827914164973e+001,-6.68668322617066e+001,-2.13979400086720e+002,0.00000000000000e+000
6.30957344480194e+000,5.77620856463362e+001,-6.55934181140285e+001,-2.13979400086720e+002,0.00000000000000e+000
7.94328234724282e+000,5.59936574559927e+001,-6.32308878911797e+001,-2.13979400086720e+002,0.00000000000000e+000
1.00000000000000e+001,5.43141574184623e+001,-5.97996064765325e+001,-2.13979400086720e+002,0.00000000000000e+000
1.25892541179417e+001,5.27648779755593e+001,-5.53719548780258e+001,-2.13979400086720e+002,0.00000000000000e+000
1.58489319246112e+001,5.13880294589150e+001,-5.01078789502880e+001,-2.13979400086720e+002,0.00000000000000e+000
1.99526231496888e+001,5.02186790034512e+001,-4.42728035297529e+001,-2.13979400086720e+002,0.00000000000000e+000
2.51188643150958e+001,4.92749725460841e+001,-3.82144804173025e+001,-2.13979400086720e+002,0.00000000000000e+000
3.16227766016838e+001,4.85521998659554e+001,-3.22961776898122e+001,-2.13979400086720e+002,0.00000000000000e+000
3.98107170553498e+001,4.80249330645050e+001,-2.68177069998978e+001,-2.13979400086720e+002,0.00000000000000e+000
5.01187233627273e+001,4.76558454618471e+001,-2.19665193119115e+001,-2.13979400086720e+002,0.00000000000000e+000
6.30957344480194e+001,4.74057223018640e+001,-1.78151719103741e+001,-2.13979400086720e+002,0.00000000000000e+000
7.94328234724283e+001,4.72402536724176e+001,-1.43500942177280e+001,-2.13979400086720e+002,0.00000000000000e+000
1.00000000000000e+002,4.71327059388116e+001,-1.15078424364239e+001,-2.13979400086720e+002,0.00000000000000e+000
1.25892541179417e+002,4.70637814737997e+001,-9.20421080554658e+000,-2.13979400086720e+002,0.00000000000000e+000
1.58489319246112e+002,4.70202567432871e+001,-7.35254139717303e+000,-2.13979400086720e+002,0.00000000000000e+000
1.99526231496888e+002,4.69934186113478e+001,-5.87321481654653e+000,-2.13979400086720e+002,0.00000000000000e+000
