Step,Information:,X=31.6979p,Run:,7/20
1.00000000000000e-001,7.46302747353875e+001,-6.28861095727213e+000,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e-001,7.45973209266051e+001,-7.89595435081601e+000,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246111e-001,7.45456012456184e+001,-9.89912867781712e+000,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496888e-001,7.44648764746598e+001,-1.23813824715439e+001,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150958e-001,7.43399430722369e+001,-1.54304018880146e+001,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016838e-001,7.41490418071814e+001,-1.91262606701935e+001,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553497e-001,7.38627470747260e+001,-2.35195538009494e+001,-2.09979390180643e+002,0.00000000000000e+000
5.01187233627272e-001,7.34445748955150e+001,-2.85990284510986e+001,-2.09979390180643e+002,0.00000000000000e+000
6.30957344480193e-001,7.28549591647887e+001,-3.42556091873293e+001,-2.09979390180643e+002,0.00000000000000e+000
7.94328234724282e-001,7.20594027406087e+001,-4.02614625093272e+001,-2.09979390180643e+002,0.00000000000000e+000
1.00000000000000e+000,7.10387269564295e+001,-4.62877544864000e+001,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e+000,6.97961429070910e+001,-5.19673800467161e+001,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246111e+000,6.83564974376276e+001,-5.69748814369211e+001,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496888e+000,6.67583767709075e+001,-6.10804238380535e+001,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150958e+000,6.50443823427110e+001,-6.41571963682530e+001,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016838e+000,6.32544307692816e+001,-6.61546576878400e+001,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553498e+000,6.14234866899823e+001,-6.70623225203919e+001,-2.09979390180643e+002,0.00000000000000e+000
5.01187233627273e+000,5.95826465799478e+001,-6.68814926774509e+001,-2.09979390180643e+002,0.00000000000000e+000
6.30957344480194e+000,5.77619387350548e+001,-6.56117993356452e+001,-2.09979390180643e+002,0.00000000000000e+000
7.94328234724282e+000,5.59935087369291e+001,-6.32539677179732e+001,-2.09979390180643e+002,0.00000000000000e+000
1.00000000000000e+001,5.43140067892656e+001,-5.98286134487601e+001,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e+001,5.27647249300991e+001,-5.54084334507262e+001,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246112e+001,5.13878729729355e+001,-5.01537716126465e+001,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496888e+001,5.02185173114003e+001,-4.43305541883794e+001,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150958e+001,4.92748027590786e+001,-3.82871645214264e+001,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016838e+001,4.85520173476894e+001,-3.23876660184177e+001,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553498e+001,4.80247304298046e+001,-2.69328718371389e+001,-2.09979390180643e+002,0.00000000000000e+000
5.01187233627273e+001,4.76556109811868e+001,-2.21114940116651e+001,-2.09979390180643e+002,0.00000000000000e+000
6.30957344480194e+001,4.74054373661126e+001,-1.79976777207184e+001,-2.09979390180643e+002,0.00000000000000e+000
7.94328234724283e+001,4.72398887675020e+001,-1.45798518687091e+001,-2.09979390180643e+002,0.00000000000000e+000
1.00000000000000e+002,4.71322142536789e+001,-1.17970906065692e+001,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e+002,4.70630887425210e+001,-9.56835946492246e+000,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246112e+002,4.70192450802267e+001,-7.81099557560490e+000,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496888e+002,4.69919007291387e+001,-6.45041411538511e+000,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150958e+002,4.69754238821779e+001,-5.42427274673532e+000,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016839e+002,4.69663488149536e+001,-4.68373331815819e+000,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553498e+002,4.69627070872978e+001,-4.19357786907006e+000,-2.09979390180643e+002,0.00000000000000e+000
5.01187233627273e+002,4.69635952712032e+001,-3.93230316150014e+000,-2.09979390180643e+002,0.00000000000000e+000
6.30957344480194e+002,4.69688819503176e+001,-3.89300407659817e+000,-2.09979390180643e+002,0.00000000000000e+000
7.94328234724283e+002,4.69789196121727e+001,-4.08576259470554e+000,-2.09979390180643e+002,0.00000000000000e+000
1.00000000000000e+003,4.69940298799587e+001,-4.54214815919842e+000,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e+003,4.70133428139931e+001,-5.32174453892692e+000,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246112e+003,4.70323420594310e+001,-6.51819324466123e+000,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496888e+003,4.70385179537697e+001,-8.25669331318902e+000,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150959e+003,4.70056424518337e+001,-1.06674253927028e+001,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016839e+003,4.68900295521548e+001,-1.38196394545288e+001,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553498e+003,4.66350854628592e+001,-1.76260352533040e+001,-2.09979390180643e+002,0.00000000000000e+000
5.01187233627273e+003,4.61882353028504e+001,-2.17733364106267e+001,-2.09979390180643e+002,0.00000000000000e+000
6.30957344480195e+003,4.55244055311646e+001,-2.57508012679861e+001,-2.09979390180643e+002,0.00000000000000e+000
7.94328234724283e+003,4.46617511602369e+001,-2.89872989445225e+001,-2.09979390180643e+002,0.00000000000000e+000
1.00000000000000e+004,4.36599238627074e+001,-3.10229097035134e+001,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e+004,4.26039363453383e+001,-3.16290464411057e+001,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246112e+004,4.15829822446099e+001,-3.08458001989654e+001,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496889e+004,4.06711579958379e+001,-2.89476781479942e+001,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150959e+004,3.99141200401807e+001,-2.63565132317184e+001,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016839e+004,3.93249870677200e+001,-2.35277235736364e+001,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553498e+004,3.88901613789419e+001,-2.08512963132350e+001,-2.09979390180643e+002,0.00000000000000e+000
5.01187233627274e+004,3.85808581587161e+001,-1.86025395991700e+001,-2.09979390180643e+002,0.00000000000000e+000
6.30957344480195e+004,3.83640659480435e+001,-1.69454397382877e+001,-2.09979390180643e+002,0.00000000000000e+000
7.94328234724284e+004,3.82091900660715e+001,-1.59654114140653e+001,-2.09979390180643e+002,0.00000000000000e+000
1.00000000000000e+005,3.80902172713434e+001,-1.57065524185028e+001,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e+005,3.79849489048928e+001,-1.62001186255241e+001,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246112e+005,3.78728002379674e+001,-1.74808911308532e+001,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496889e+005,3.77320718774236e+001,-1.95919492065726e+001,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150959e+005,3.75372307263371e+001,-2.25781395777263e+001,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016839e+005,3.72568264604487e+001,-2.64673967833310e+001,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553499e+005,3.68531578184021e+001,-3.12400735933076e+001,-2.09979390180643e+002,0.00000000000000e+000
5.01187233627274e+005,3.62852632562124e+001,-3.67925579328989e+001,-2.09979390180643e+002,0.00000000000000e+000
6.30957344480196e+005,3.55162224860710e+001,-4.29126123924692e+001,-2.09979390180643e+002,0.00000000000000e+000
7.94328234724285e+005,3.45231497240348e+001,-4.92906798594588e+001,-2.09979390180643e+002,0.00000000000000e+000
1.00000000000000e+006,3.33048761929174e+001,-5.55775698687076e+001,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e+006,3.18821999001843e+001,-6.14654353256952e+001,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246112e+006,3.02904621375749e+001,-6.67486676844633e+001,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496889e+006,2.85693334871967e+001,-7.13391472531832e+001,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150959e+006,2.67549485546471e+001,-7.52441572201441e+001,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016839e+006,2.48762211445043e+001,-7.85308818758242e+001,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553499e+006,2.29544128321088e+001,-8.12953827265986e+001,-2.09979390180643e+002,0.00000000000000e+000
5.01187233627275e+006,2.10043091844751e+001,-8.36422742358362e+001,-2.09979390180643e+002,0.00000000000000e+000
6.30957344480196e+006,1.90358102206492e+001,-8.56741456028502e+001,-2.09979390180643e+002,0.00000000000000e+000
7.94328234724285e+006,1.70553582943089e+001,-8.74876392773862e+001,-2.09979390180643e+002,0.00000000000000e+000
1.00000000000000e+007,1.50670256797238e+001,-8.91734362968115e+001,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e+007,1.30732655886105e+001,-9.08183440212632e+001,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246112e+007,1.10753847501152e+001,-9.25084901281908e+001,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496889e+007,9.07379263087065e+000,-9.43331501027860e+001,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150959e+007,7.06805778621867e+000,-9.63890126587586e+001,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016839e+007,5.05677182625247e+000,-9.87847674894326e+001,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553499e+007,3.03719702216655e+000,-1.01645803949753e+002,-2.09979390180643e+002,0.00000000000000e+000
5.01187233627275e+007,1.00466786834472e+000,-1.05118576220636e+002,-2.09979390180643e+002,0.00000000000000e+000
6.30957344480196e+007,-1.04826435610642e+000,-1.09373926437929e+002,-2.09979390180643e+002,0.00000000000000e+000
7.94328234724286e+007,-3.13293020821297e+000,-1.14608394368785e+002,-2.09979390180643e+002,0.00000000000000e+000
1.00000000000001e+008,-5.26583843186481e+000,-1.21041971039625e+002,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e+008,-7.46996609541130e+000,-1.28909745603895e+002,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246112e+008,-9.77539914032967e+000,-1.38445041643099e+002,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496889e+008,-1.22181444594290e+001,-1.49856678417490e+002,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150959e+008,-1.48361226994381e+001,-1.63316733337743e+002,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016840e+008,-1.76633062953751e+001,-1.78998037630833e+002,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553499e+008,-2.07254543586847e+001,1.62768724027851e+002,-2.09979390180643e+002,0.00000000000000e+000
5.01187233627275e+008,-2.40335267267686e+001,1.41091005393270e+002,-2.09979390180643e+002,0.00000000000000e+000
6.30957344480197e+008,-2.75114694806400e+001,1.13639715901077e+002,-2.09979390180643e+002,0.00000000000000e+000
7.94328234724286e+008,-3.05600715994028e+001,7.60100988572736e+001,-2.09979390180643e+002,0.00000000000000e+000
1.00000000000001e+009,-3.13689034562681e+001,2.95201015623349e+001,-2.09979390180643e+002,0.00000000000000e+000
1.25892541179417e+009,-2.95549743741301e+001,-9.82278720974276e+000,-2.09979390180643e+002,0.00000000000000e+000
1.58489319246112e+009,-2.70228277261396e+001,-3.71179359218239e+001,-2.09979390180643e+002,0.00000000000000e+000
1.99526231496889e+009,-2.46359064360758e+001,-5.72034124368189e+001,-2.09979390180643e+002,0.00000000000000e+000
2.51188643150960e+009,-2.25214010483170e+001,-7.34699819206393e+001,-2.09979390180643e+002,0.00000000000000e+000
3.16227766016840e+009,-2.06750646803080e+001,-8.75780552449255e+001,-2.09979390180643e+002,0.00000000000000e+000
3.98107170553500e+009,-1.90912692477650e+001,-1.00323100348114e+002,-2.09979390180643e+002,0.00000000000000e+000
