Step,Information:,X=1.26191n,Run:,15/20
1.00000000000000e-001,5.35607949827241e+003,-5.94221766149206e+002,1.26191000000000e-009,0.00000000000000e+000
1.25892541179417e-001,5.31688130453766e+003,-7.42397336732770e+002,1.26191000000000e-009,0.00000000000000e+000
1.58489319246111e-001,5.25596210384134e+003,-9.23502805182122e+002,1.26191000000000e-009,0.00000000000000e+000
1.99526231496888e-001,5.16232662433410e+003,-1.14110355767251e+003,1.26191000000000e-009,0.00000000000000e+000
2.51188643150958e-001,5.02082295547678e+003,-1.39562680523800e+003,1.26191000000000e-009,0.00000000000000e+000
3.16227766016838e-001,4.81236351943294e+003,-1.68106681085890e+003,1.26191000000000e-009,0.00000000000000e+000
3.98107170553497e-001,4.51652195952758e+003,-1.98069006741750e+003,1.26191000000000e-009,0.00000000000000e+000
5.01187233627272e-001,4.11817717593287e+003,-2.26360230691700e+003,1.26191000000000e-009,0.00000000000000e+000
6.30957344480193e-001,3.61816486955413e+003,-2.48634942738933e+003,1.26191000000000e-009,0.00000000000000e+000
7.94328234724282e-001,3.04302167681606e+003,-2.60395543379147e+003,1.26191000000000e-009,0.00000000000000e+000
1.00000000000000e+000,2.44430389771105e+003,-2.58862220163553e+003,1.26191000000000e-009,0.00000000000000e+000
1.25892541179417e+000,1.88243916835442e+003,-2.44421023110969e+003,1.26191000000000e-009,0.00000000000000e+000
1.58489319246111e+000,1.40419809631908e+003,-2.20411565019372e+003,1.26191000000000e-009,0.00000000000000e+000
1.99526231496888e+000,1.02980933190963e+003,-1.91448389901496e+003,1.26191000000000e-009,0.00000000000000e+000
2.51188643150958e+000,7.55461850467627e+002,-1.61653397148595e+003,1.26191000000000e-009,0.00000000000000e+000
3.16227766016838e+000,5.64002211880698e+002,-1.33785407858464e+003,1.26191000000000e-009,0.00000000000000e+000
3.98107170553498e+000,4.34887251807576e+002,-1.09239921376067e+003,1.26191000000000e-009,0.00000000000000e+000
5.01187233627273e+000,3.49801567813371e+002,-8.84407368875432e+002,1.26191000000000e-009,0.00000000000000e+000
6.30957344480194e+000,2.94558289130783e+002,-7.12556906575739e+002,1.26191000000000e-009,0.00000000000000e+000
7.94328234724282e+000,2.59001167342325e+002,-5.72965616662900e+002,1.26191000000000e-009,0.00000000000000e+000
1.00000000000000e+001,2.36187241806475e+002,-4.60967911334324e+002,1.26191000000000e-009,0.00000000000000e+000
1.25892541179417e+001,2.21491455602422e+002,-3.72024779734304e+002,1.26191000000000e-009,0.00000000000000e+000
1.58489319246112e+001,2.11864218440780e+002,-3.02118033946881e+002,1.26191000000000e-009,0.00000000000000e+000
1.99526231496888e+001,2.05280328236970e+002,-2.47869826462879e+002,1.26191000000000e-009,0.00000000000000e+000
2.51188643150958e+001,2.00348679989871e+002,-2.06527285428511e+002,1.26191000000000e-009,0.00000000000000e+000
3.16227766016838e+001,1.96038478161742e+002,-1.75883541892680e+002,1.26191000000000e-009,0.00000000000000e+000
3.98107170553498e+001,1.91485169836410e+002,-1.54164393282855e+002,1.26191000000000e-009,0.00000000000000e+000
5.01187233627273e+001,1.85855613815774e+002,-1.39885088007882e+002,1.26191000000000e-009,0.00000000000000e+000
6.30957344480194e+001,1.78275420704290e+002,-1.31670657011135e+002,1.26191000000000e-009,0.00000000000000e+000
7.94328234724283e+001,1.67851517152683e+002,-1.28042351262497e+002,1.26191000000000e-009,0.00000000000000e+000
1.00000000000000e+002,1.53845540839925e+002,-1.27217923571185e+002,1.26191000000000e-009,0.00000000000000e+000
1.25892541179417e+002,1.36021230673396e+002,-1.27056852334877e+002,1.26191000000000e-009,0.00000000000000e+000
1.58489319246112e+002,1.15040855571612e+002,-1.25330051976599e+002,1.26191000000000e-009,0.00000000000000e+000
1.99526231496888e+002,9.25822273915775e+001,-1.20341603620910e+002,1.26191000000000e-009,0.00000000000000e+000
2.51188643150958e+002,7.08877542557327e+001,-1.11555205100366e+002,1.26191000000000e-009,0.00000000000000e+000
3.16227766016839e+002,5.19241176906075e+001,-9.97003648634271e+001,1.26191000000000e-009,0.00000000000000e+000
3.98107170553498e+002,3.67452747025504e+001,-8.62454733261922e+001,1.26191000000000e-009,0.00000000000000e+000
5.01187233627273e+002,2.54308911317436e+001,-7.26806149992623e+001,1.26191000000000e-009,0.00000000000000e+000
6.30957344480194e+002,1.74373582141487e+001,-6.00721346709197e+001,1.26191000000000e-009,0.00000000000000e+000
7.94328234724283e+002,1.20019420033501e+001,-4.89779410960174e+001,1.26191000000000e-009,0.00000000000000e+000
1.00000000000000e+003,8.40202948097427e+000,-3.95644869489540e+001,1.26191000000000e-009,0.00000000000000e+000
1.25892541179417e+003,6.05995483087792e+000,-3.17643595968322e+001,1.26191000000000e-009,0.00000000000000e+000
1.58489319246112e+003,4.55483359717371e+000,-2.53994325098485e+001,1.26191000000000e-009,0.00000000000000e+000
1.99526231496888e+003,3.59627588760530e+000,-2.02568197876213e+001,1.26191000000000e-009,0.00000000000000e+000
2.51188643150959e+003,2.99029983047976e+000,-1.61285582906428e+001,1.26191000000000e-009,0.00000000000000e+000
3.16227766016839e+003,2.60969671424527e+000,-1.28288431435250e+001,1.26191000000000e-009,0.00000000000000e+000
3.98107170553498e+003,2.37192560615710e+000,-1.01991470258305e+001,1.26191000000000e-009,0.00000000000000e+000
5.01187233627273e+003,2.22388702944013e+000,-8.10765848877844e+000,1.26191000000000e-009,0.00000000000000e+000
6.30957344480195e+003,2.13178764201384e+000,-6.44654610859233e+000,1.26191000000000e-009,0.00000000000000e+000
7.94328234724283e+003,2.07438824237019e+000,-5.12863107749969e+000,1.26191000000000e-009,0.00000000000000e+000
1.00000000000000e+004,2.03847427238586e+000,-4.08405625157771e+000,1.26191000000000e-009,0.00000000000000e+000
1.25892541179417e+004,2.01585689936300e+000,-3.25719562279466e+000,1.26191000000000e-009,0.00000000000000e+000
1.58489319246112e+004,2.00144393837169e+000,-2.60394394150652e+000,1.26191000000000e-009,0.00000000000000e+000
1.99526231496889e+004,1.99202972203835e+000,-2.08944562305153e+000,1.26191000000000e-009,0.00000000000000e+000
2.51188643150959e+004,1.98554178259909e+000,-1.68625038120408e+000,1.26191000000000e-009,0.00000000000000e+000
3.16227766016839e+004,1.98056384266747e+000,-1.37284264158722e+000,1.26191000000000e-009,0.00000000000000e+000
3.98107170553498e+004,1.97601762427520e+000,-1.13247987491505e+000,1.26191000000000e-009,0.00000000000000e+000
5.01187233627274e+004,1.97092714233683e+000,-9.52277265311995e-001,1.26191000000000e-009,0.00000000000000e+000
6.30957344480195e+004,1.96421289161725e+000,-8.22481217646069e-001,1.26191000000000e-009,0.00000000000000e+000
7.94328234724284e+004,1.95447593784393e+000,-7.35875365019642e-001,1.26191000000000e-009,0.00000000000000e+000
1.00000000000000e+005,1.93973991999434e+000,-6.87255294511730e-001,1.26191000000000e-009,0.00000000000000e+000
1.25892541179417e+005,1.91713135876933e+000,-6.72887976634579e-001,1.26191000000000e-009,0.00000000000000e+000
1.58489319246112e+005,1.88251173838242e+000,-6.89837171580601e-001,1.26191000000000e-009,0.00000000000000e+000
1.99526231496889e+005,1.83015764645111e+000,-7.34998045367786e-001,1.26191000000000e-009,0.00000000000000e+000
2.51188643150959e+005,1.75275525228047e+000,-8.03693480457495e-001,1.26191000000000e-009,0.00000000000000e+000
3.16227766016839e+005,1.64223005927326e+000,-8.87871692051237e-001,1.26191000000000e-009,0.00000000000000e+000
3.98107170553499e+005,1.49208328989707e+000,-9.74504916393310e-001,1.26191000000000e-009,0.00000000000000e+000
5.01187233627274e+005,1.30139874998684e+000,-1.04569447962986e+000,1.26191000000000e-009,0.00000000000000e+000
6.30957344480196e+005,1.07893922145365e+000,-1.08231979508935e+000,1.26191000000000e-009,0.00000000000000e+000
7.94328234724285e+005,8.43727565564260e-001,-1.07107902127015e+000,1.26191000000000e-009,0.00000000000000e+000
1.00000000000000e+006,6.19542228092676e-001,-1.01076363627145e+000,1.26191000000000e-009,0.00000000000000e+000
1.25892541179417e+006,4.26031529012619e-001,-9.12498005549414e-001,1.26191000000000e-009,0.00000000000000e+000
1.58489319246112e+006,2.72783330776304e-001,-7.93688420207367e-001,1.26191000000000e-009,0.00000000000000e+000
1.99526231496889e+006,1.59491398636631e-001,-6.70765243329524e-001,1.26191000000000e-009,0.00000000000000e+000
2.51188643150959e+006,7.99287875446240e-002,-5.55135634131121e-001,1.26191000000000e-009,0.00000000000000e+000
3.16227766016839e+006,2.60476796247303e-002,-4.52760903753416e-001,1.26191000000000e-009,0.00000000000000e+000
3.98107170553499e+006,-9.54781011506469e-003,-3.65564388935576e-001,1.26191000000000e-009,0.00000000000000e+000
5.01187233627275e+006,-3.26771518185549e-002,-2.93092897659423e-001,1.26191000000000e-009,0.00000000000000e+000
6.30957344480196e+006,-4.75409881446316e-002,-2.33763188307665e-001,1.26191000000000e-009,0.00000000000000e+000
7.94328234724285e+006,-5.70190206384320e-002,-1.85616651527306e-001,1.26191000000000e-009,0.00000000000000e+000
1.00000000000000e+007,-6.30226954274197e-002,-1.46711294876308e-001,1.26191000000000e-009,0.00000000000000e+000
1.25892541179417e+007,-6.67934399510082e-002,-1.15293822224009e-001,1.26191000000000e-009,0.00000000000000e+000
1.58489319246112e+007,-6.91231272753781e-002,-8.98535580288673e-002,1.26191000000000e-009,0.00000000000000e+000
1.99526231496889e+007,-7.05055147883572e-002,-6.91192125564813e-002,1.26191000000000e-009,0.00000000000000e+000
2.51188643150959e+007,-7.12348288142534e-002,-5.20317652152543e-002,1.26191000000000e-009,0.00000000000000e+000
3.16227766016839e+007,-7.14660321156249e-002,-3.77107467616966e-002,1.26191000000000e-009,0.00000000000000e+000
3.98107170553499e+007,-7.12475144454167e-002,-2.54231370660861e-002,1.26191000000000e-009,0.00000000000000e+000
5.01187233627275e+007,-7.05337856784079e-002,-1.45608844954903e-002,1.26191000000000e-009,0.00000000000000e+000
6.30957344480196e+007,-6.91843967820523e-002,-4.63255083242327e-003,1.26191000000000e-009,0.00000000000000e+000
7.94328234724286e+007,-6.69563888201786e-002,4.72470531031038e-003,1.26191000000000e-009,0.00000000000000e+000
1.00000000000001e+008,-6.35022020074704e-002,1.37060549240965e-002,1.26191000000000e-009,0.00000000000000e+000
1.25892541179417e+008,-5.83952084644832e-002,2.22697079513992e-002,1.26191000000000e-009,0.00000000000000e+000
1.58489319246112e+008,-5.12182476954188e-002,3.00524518188064e-002,1.26191000000000e-009,0.00000000000000e+000
