Step,Information:,X=200p,Run:,11/20
1.00000000000000e-001,7.46302468487633e+001,-6.29436923204980e+000,-1.93979400086720e+002,0.00000000000000e+000
1.25892541179417e-001,7.45972770636834e+001,-7.90318835081131e+000,-1.93979400086720e+002,0.00000000000000e+000
1.58489319246111e-001,7.45455325512134e+001,-9.90820592763787e+000,-1.93979400086720e+002,0.00000000000000e+000
1.99526231496888e-001,7.44647696081736e+001,-1.23927523505832e+001,-1.93979400086720e+002,0.00000000000000e+000
2.51188643150958e-001,7.43397785075311e+001,-1.54446059235626e+001,-1.93979400086720e+002,0.00000000000000e+000
3.16227766016838e-001,7.41487922162595e+001,-1.91439388197763e+001,-1.93979400086720e+002,0.00000000000000e+000
3.98107170553497e-001,7.38623767592278e+001,-2.35414452662977e+001,-1.93979400086720e+002,0.00000000000000e+000
5.01187233627272e-001,7.34440419134698e+001,-2.86259708646632e+001,-1.93979400086720e+002,0.00000000000000e+000
6.30957344480193e-001,7.28542217921413e+001,-3.42885516211284e+001,-1.93979400086720e+002,0.00000000000000e+000
7.94328234724282e-001,7.20584299162358e+001,-4.03015201855009e+001,-1.93979400086720e+002,0.00000000000000e+000
1.00000000000000e+000,7.10375084725965e+001,-4.63363291166367e+001,-1.93979400086720e+002,0.00000000000000e+000
1.25892541179417e+000,6.97946930122988e+001,-5.20263386933465e+001,-1.93979400086720e+002,0.00000000000000e+000
1.58489319246111e+000,6.83548491808375e+001,-5.70467542813440e+001,-1.93979400086720e+002,0.00000000000000e+000
1.99526231496888e+000,6.67565709575271e+001,-6.11685874301604e+001,-1.93979400086720e+002,0.00000000000000e+000
2.51188643150958e+000,6.50424573464199e+001,-6.42660475876745e+001,-1.93979400086720e+002,0.00000000000000e+000
3.16227766016838e+000,6.32524165027613e+001,-6.62898124520636e+001,-1.93979400086720e+002,0.00000000000000e+000
3.98107170553498e+000,6.14214023324920e+001,-6.72308752859122e+001,-1.93979400086720e+002,0.00000000000000e+000
5.01187233627273e+000,5.95805001071618e+001,-6.70923631462557e+001,-1.93979400086720e+002,0.00000000000000e+000
6.30957344480194e+000,5.77597264327479e+001,-6.58761868920571e+001,-1.93979400086720e+002,0.00000000000000e+000
7.94328234724282e+000,5.59912134089038e+001,-6.35859354166519e+001,-1.93979400086720e+002,0.00000000000000e+000
1.00000000000000e+001,5.43115936205904e+001,-6.02458295836752e+001,-1.93979400086720e+002,0.00000000000000e+000
1.25892541179417e+001,5.27621337965965e+001,-5.59331076828035e+001,-1.93979400086720e+002,0.00000000000000e+000
1.58489319246112e+001,5.13850053961262e+001,-5.08138335301581e+001,-1.93979400086720e+002,0.00000000000000e+000
1.99526231496888e+001,5.02152151870541e+001,-4.51611351172441e+001,-1.93979400086720e+002,0.00000000000000e+000
2.51188643150958e+001,4.92708142557267e+001,-3.93324587912747e+001,-1.93979400086720e+002,0.00000000000000e+000
3.16227766016838e+001,4.85469426376546e+001,-3.37032660573934e+001,-1.93979400086720e+002,0.00000000000000e+000
3.98107170553498e+001,4.80179356197031e+001,-2.85886923360622e+001,-1.93979400086720e+002,0.00000000000000e+000
5.01187233627273e+001,4.76460918756615e+001,-2.41954229240950e+001,-1.93979400086720e+002,0.00000000000000e+000
6.30957344480194e+001,4.73916041926495e+001,-2.06201129353313e+001,-1.93979400086720e+002,0.00000000000000e+000
7.94328234724283e+001,4.72192267333038e+001,-1.78792946264511e+001,-1.93979400086720e+002,0.00000000000000e+000
1.00000000000000e+002,4.71007500046447e+001,-1.59469542527851e+001,-1.93979400086720e+002,0.00000000000000e+000
1.25892541179417e+002,4.70145558557168e+001,-1.47850826370518e+001,-1.93979400086720e+002,0.00000000000000e+000
1.58489319246112e+002,4.69437889441683e+001,-1.43633598581176e+001,-1.93979400086720e+002,0.00000000000000e+000
