Step,Information:,X=10n,Run:,20/20
1.58489319246112e+007,-6.70848587988614e-002,-9.83688763829149e-003,1.00000000000000e-008,0.00000000000000e+000
1.99526231496889e+007,-6.71764089225976e-002,-5.64407159167875e-003,1.00000000000000e-008,0.00000000000000e+000
2.51188643150959e+007,-6.70959582288362e-002,-1.75341955109259e-003,1.00000000000000e-008,0.00000000000000e+000
3.16227766016839e+007,-6.68254201844900e-002,2.03016109750181e-003,1.00000000000000e-008,0.00000000000000e+000
3.98107170553499e+007,-6.63063510174628e-002,5.88756955221171e-003,1.00000000000000e-008,0.00000000000000e+000
5.01187233627275e+007,-6.54300584416216e-002,9.98364328760922e-003,1.00000000000000e-008,0.00000000000000e+000
6.30957344480196e+007,-6.40226280996494e-002,1.44554994847226e-002,1.00000000000000e-008,0.00000000000000e+000
7.94328234724286e+007,-6.18287562819537e-002,1.93850561915773e-002,1.00000000000000e-008,0.00000000000000e+000
1.00000000000001e+008,-5.85038296278446e-002,2.47487645852851e-002,1.00000000000000e-008,0.00000000000000e+000
1.25892541179417e+008,-5.36342468057487e-002,3.03410253791702e-002,1.00000000000000e-008,0.00000000000000e+000
1.58489319246112e+008,-4.68189056003923e-002,3.56852051708119e-002,1.00000000000000e-008,0.00000000000000e+000
1.99526231496889e+008,-3.78408085181995e-002,3.99865813493430e-002,1.00000000000000e-008,0.00000000000000e+000
2.51188643150959e+008,-2.68999378310022e-002,4.22243045958910e-002,1.00000000000000e-008,0.00000000000000e+000
3.16227766016840e+008,-1.47642221454991e-002,4.14451071592698e-002,1.00000000000000e-008,0.00000000000000e+000
3.98107170553499e+008,-2.64765758403515e-003,3.71450664185592e-002,1.00000000000000e-008,0.00000000000000e+000
5.01187233627275e+008,8.19004851841697e-003,2.94534158812120e-002,1.00000000000000e-008,0.00000000000000e+000
6.30957344480197e+008,1.68393151829629e-002,1.89501948455009e-002,1.00000000000000e-008,0.00000000000000e+000
7.94328234724286e+008,2.28413026311308e-002,6.28777481399268e-003,1.00000000000000e-008,0.00000000000000e+000
1.00000000000001e+009,2.59944205306646e-002,-8.07665435226896e-003,1.00000000000000e-008,0.00000000000000e+000
1.25892541179417e+009,2.60781303513084e-002,-2.39005552620578e-002,1.00000000000000e-008,0.00000000000000e+000
1.58489319246112e+009,2.26713959627825e-002,-4.09878568444363e-002,1.00000000000000e-008,0.00000000000000e+000
1.99526231496889e+009,1.51242043936570e-002,-5.89425205815622e-002,1.00000000000000e-008,0.00000000000000e+000
2.51188643150960e+009,2.69300147871960e-003,-7.69164052575641e-002,1.00000000000000e-008,0.00000000000000e+000
3.16227766016840e+009,-1.51298580060049e-002,-9.34344676362895e-002,1.00000000000000e-008,0.00000000000000e+000
3.98107170553500e+009,-3.81103046560559e-002,-1.06473735248849e-001,1.00000000000000e-008,0.00000000000000e+000
5.01187233627275e+009,-6.48252562321478e-002,-1.13989864863740e-001,1.00000000000000e-008,0.00000000000000e+000
6.30957344480197e+009,-9.27201994277510e-002,-1.14791756071055e-001,1.00000000000000e-008,0.00000000000000e+000
7.94328234724287e+009,-1.18889665555117e-001,-1.09192899170930e-001,1.00000000000000e-008,0.00000000000000e+000
1.00000000000001e+010,-1.41128803897240e-001,-9.88716952666213e-002,1.00000000000000e-008,0.00000000000000e+000
1.25892541179418e+010,-1.58506955028378e-001,-8.60625763874855e-002,1.00000000000000e-008,0.00000000000000e+000
1.58489319246112e+010,-1.71221097726426e-001,-7.27331488728266e-002,1.00000000000000e-008,0.00000000000000e+000
1.99526231496889e+010,-1.80082702948802e-001,-6.01932446506950e-002,1.00000000000000e-008,0.00000000000000e+000
2.51188643150960e+010,-1.86052689279968e-001,-4.91075467865195e-002,1.00000000000000e-008,0.00000000000000e+000
3.16227766016840e+010,-1.89983124575069e-001,-3.96843184593499e-002,1.00000000000000e-008,0.00000000000000e+000
3.98107170553500e+010,-1.92531749161854e-001,-3.18709496706853e-002,1.00000000000000e-008,0.00000000000000e+000
5.01187233627276e+010,-1.94168113107423e-001,-2.54937613211053e-002,1.00000000000000e-008,0.00000000000000e+000
6.30957344480198e+010,-1.95212098399993e-001,-2.03404989405543e-002,1.00000000000000e-008,0.00000000000000e+000
7.94328234724287e+010,-1.95875454096875e-001,-1.62024993582812e-002,1.00000000000000e-008,0.00000000000000e+000
1.00000000000000e+011,-1.96295868860023e-001,-1.28929913566637e-002,1.00000000000000e-008,0.00000000000000e+000
