Step,Information:,X=3.16979p,Run:,2/20
1.00000000000000e-001,7.46302794536333e+001,-6.28763489642502e+000,-2.29979390180643e+002,0.00000000000000e+000
1.25892541179417e-001,7.45973283479132e+001,-7.89472814341644e+000,-2.29979390180643e+002,0.00000000000000e+000
1.58489319246111e-001,7.45456128681031e+001,-9.89759002305785e+000,-2.29979390180643e+002,0.00000000000000e+000
1.99526231496888e-001,7.44648945553080e+001,-1.23794551908609e+001,-2.29979390180643e+002,0.00000000000000e+000
2.51188643150958e-001,7.43399709141766e+001,-1.54279941776252e+001,-2.29979390180643e+002,0.00000000000000e+000
3.16227766016838e-001,7.41490840328828e+001,-1.91232640323002e+001,-2.29979390180643e+002,0.00000000000000e+000
3.98107170553497e-001,7.38628097209723e+001,-2.35158429000845e+001,-2.29979390180643e+002,0.00000000000000e+000
5.01187233627272e-001,7.34446650515682e+001,-2.85944612460222e+001,-2.29979390180643e+002,0.00000000000000e+000
6.30957344480193e-001,7.28550838748316e+001,-3.42500247215656e+001,-2.29979390180643e+002,0.00000000000000e+000
7.94328234724282e-001,7.20595672292764e+001,-4.02546716387206e+001,-2.29979390180643e+002,0.00000000000000e+000
1.00000000000000e+000,7.10389328937451e+001,-4.62795194874004e+001,-2.29979390180643e+002,0.00000000000000e+000
1.25892541179417e+000,6.97963877838813e+001,-5.19573843045198e+001,-2.29979390180643e+002,0.00000000000000e+000
1.58489319246111e+000,6.83567755015853e+001,-5.69626959212345e+001,-2.29979390180643e+002,0.00000000000000e+000
1.99526231496888e+000,6.67586808637810e+001,-6.10654760310843e+001,-2.29979390180643e+002,0.00000000000000e+000
2.51188643150958e+000,6.50447055735538e+001,-6.41387407613486e+001,-2.29979390180643e+002,0.00000000000000e+000
3.16227766016838e+000,6.32547674521419e+001,-6.61317420794365e+001,-2.29979390180643e+002,0.00000000000000e+000
3.98107170553498e+000,6.14238325959302e+001,-6.70337440050479e+001,-2.29979390180643e+002,0.00000000000000e+000
5.01187233627273e+000,5.95829988055236e+001,-6.68457388432319e+001,-2.29979390180643e+002,0.00000000000000e+000
6.30957344480194e+000,5.77622954497915e+001,-6.55669711831319e+001,-2.29979390180643e+002,0.00000000000000e+000
7.94328234724282e+000,5.59938689561757e+001,-6.31976805859155e+001,-2.29979390180643e+002,0.00000000000000e+000
