Step,Information:,X=7.96214n,Run:,19/20
1.58489319246112e+008,-2.46018636645299e+001,1.42942672005272e+002,-1.61979403807852e+002,0.00000000000000e+000
1.99526231496889e+008,-2.51841379769964e+001,1.33626649573533e+002,-1.61979403807852e+002,0.00000000000000e+000
2.51188643150959e+008,-2.60093858396126e+001,1.22665728753087e+002,-1.61979403807852e+002,0.00000000000000e+000
3.16227766016840e+008,-2.71320078912812e+001,1.09741817294898e+002,-1.61979403807852e+002,0.00000000000000e+000
3.98107170553499e+008,-2.85806860858995e+001,9.41865834887271e+001,-1.61979403807852e+002,0.00000000000000e+000
5.01187233627275e+008,-3.02951455010064e+001,7.45502895760900e+001,-1.61979403807852e+002,0.00000000000000e+000
6.30957344480197e+008,-3.19222867878332e+001,4.84472638609605e+001,-1.61979403807852e+002,0.00000000000000e+000
7.94328234724286e+008,-3.25111208664718e+001,1.54431712959943e+001,-1.61979403807852e+002,0.00000000000000e+000
1.00000000000001e+009,-3.13044564751415e+001,-1.72259227545722e+001,-1.61979403807852e+002,0.00000000000000e+000
1.25892541179417e+009,-2.90278556203654e+001,-4.24809682896207e+001,-1.61979403807852e+002,0.00000000000000e+000
1.58489319246112e+009,-2.65885703274630e+001,-6.10335378927674e+001,-1.61979403807852e+002,0.00000000000000e+000
1.99526231496889e+009,-2.43151112028693e+001,-7.55943122712382e+001,-1.61979403807852e+002,0.00000000000000e+000
2.51188643150960e+009,-2.22747123314624e+001,-8.79831705927413e+001,-1.61979403807852e+002,0.00000000000000e+000
3.16227766016840e+009,-2.04777400981737e+001,-9.91887140566699e+001,-1.61979403807852e+002,0.00000000000000e+000
3.98107170553500e+009,-1.89318295135307e+001,-1.09686305371817e+002,-1.61979403807852e+002,0.00000000000000e+000
5.01187233627275e+009,-1.76458802013641e+001,-1.19620433668953e+002,-1.61979403807852e+002,0.00000000000000e+000
6.30957344480197e+009,-1.66206933839257e+001,-1.28923681062936e+002,-1.61979403807852e+002,0.00000000000000e+000
7.94328234724287e+009,-1.58406945430884e+001,-1.37430364951443e+002,-1.61979403807852e+002,0.00000000000000e+000
1.00000000000001e+010,-1.52735206182658e+001,-1.44982491701593e+002,-1.61979403807852e+002,0.00000000000000e+000
1.25892541179418e+010,-1.48770327084959e+001,-1.51497271335719e+002,-1.61979403807852e+002,0.00000000000000e+000
1.58489319246112e+010,-1.46084126991078e+001,-1.56982544685036e+002,-1.61979403807852e+002,0.00000000000000e+000
1.99526231496889e+010,-1.44306007251398e+001,-1.61515931249068e+002,-1.61979403807852e+002,0.00000000000000e+000
2.51188643150960e+010,-1.43148066737554e+001,-1.65212956091866e+002,-1.61979403807852e+002,0.00000000000000e+000
3.16227766016840e+010,-1.42402309004173e+001,-1.68200434368569e+002,-1.61979403807852e+002,0.00000000000000e+000
3.98107170553500e+010,-1.41925520721409e+001,-1.70599861114552e+002,-1.61979403807852e+002,0.00000000000000e+000
5.01187233627276e+010,-1.41622143689168e+001,-1.72519321426637e+002,-1.61979403807852e+002,0.00000000000000e+000
6.30957344480198e+010,-1.41429698216579e+001,-1.74050881342567e+002,-1.61979403807852e+002,0.00000000000000e+000
7.94328234724287e+010,-1.41307860504875e+001,-1.75270921672075e+002,-1.61979403807852e+002,0.00000000000000e+000
1.00000000000000e+011,-1.41230820798323e+001,-1.76241787941111e+002,-1.61979403807852e+002,0.00000000000000e+000
