1.00000000000000e-001,2.00000000000000e-010,0.00000000000000e+000,9.99814473019344e-001,0.00000000000000e+000
1.25892541179417e-001,2.00000000000000e-010,0.00000000000000e+000,9.99813767591653e-001,0.00000000000000e+000
1.58489319246111e-001,2.00000000000000e-010,0.00000000000000e+000,9.99812655045243e-001,0.00000000000000e+000
1.99526231496888e-001,2.00000000000000e-010,0.00000000000000e+000,9.99810905285828e-001,0.00000000000000e+000
2.51188643150958e-001,2.00000000000000e-010,0.00000000000000e+000,9.99808165040927e-001,0.00000000000000e+000
3.16227766016838e-001,2.00000000000000e-010,0.00000000000000e+000,9.99803901073532e-001,0.00000000000000e+000
3.98107170553497e-001,2.00000000000000e-010,0.00000000000000e+000,9.99797328289005e-001,0.00000000000000e+000
5.01187233627272e-001,2.00000000000000e-010,0.00000000000000e+000,9.99787330341719e-001,0.00000000000000e+000
6.30957344480193e-001,2.00000000000000e-010,0.00000000000000e+000,9.99772390675613e-001,0.00000000000000e+000
7.94328234724282e-001,2.00000000000000e-010,0.00000000000000e+000,9.99750557667295e-001,0.00000000000000e+000
1.00000000000000e+000,2.00000000000000e-010,0.00000000000000e+000,9.99719454879097e-001,0.00000000000000e+000
1.25892541179417e+000,2.00000000000000e-010,0.00000000000000e+000,9.99676313377273e-001,0.00000000000000e+000
1.58489319246111e+000,2.00000000000000e-010,0.00000000000000e+000,9.99617975163979e-001,0.00000000000000e+000
1.99526231496888e+000,2.00000000000000e-010,0.00000000000000e+000,9.99540831600231e-001,0.00000000000000e+000
2.51188643150958e+000,2.00000000000000e-010,0.00000000000000e+000,9.99440713714699e-001,0.00000000000000e+000
3.16227766016838e+000,2.00000000000000e-010,0.00000000000000e+000,9.99312803993785e-001,0.00000000000000e+000
3.98107170553498e+000,2.00000000000000e-010,0.00000000000000e+000,9.99151676876793e-001,0.00000000000000e+000
5.01187233627273e+000,2.00000000000000e-010,0.00000000000000e+000,9.98951618256845e-001,0.00000000000000e+000
6.30957344480194e+000,2.00000000000000e-010,0.00000000000000e+000,9.98707436279721e-001,0.00000000000000e+000
7.94328234724282e+000,2.00000000000000e-010,0.00000000000000e+000,9.98416015715141e-001,0.00000000000000e+000
1.00000000000000e+001,2.00000000000000e-010,0.00000000000000e+000,9.98078744491292e-001,0.00000000000000e+000
1.25892541179417e+001,2.00000000000000e-010,0.00000000000000e+000,9.97704405370656e-001,0.00000000000000e+000
1.58489319246112e+001,2.00000000000000e-010,0.00000000000000e+000,9.97311064607302e-001,0.00000000000000e+000
1.99526231496888e+001,2.00000000000000e-010,0.00000000000000e+000,9.96924600399915e-001,0.00000000000000e+000
2.51188643150958e+001,2.00000000000000e-010,0.00000000000000e+000,9.96572572966705e-001,0.00000000000000e+000
3.16227766016838e+001,2.00000000000000e-010,0.00000000000000e+000,9.96275804668250e-001,0.00000000000000e+000
3.98107170553498e+001,2.00000000000000e-010,0.00000000000000e+000,9.96042861541287e-001,0.00000000000000e+000
5.01187233627273e+001,2.00000000000000e-010,0.00000000000000e+000,9.95870492391282e-001,0.00000000000000e+000
6.30957344480194e+001,2.00000000000000e-010,0.00000000000000e+000,9.95748234189968e-001,0.00000000000000e+000
7.94328234724283e+001,2.00000000000000e-010,0.00000000000000e+000,9.95663381697825e-001,0.00000000000000e+000
1.00000000000000e+002,2.00000000000000e-010,0.00000000000000e+000,9.95604086175259e-001,0.00000000000000e+000
1.25892541179417e+002,2.00000000000000e-010,0.00000000000000e+000,9.95560440932231e-001,0.00000000000000e+000
1.58489319246112e+002,2.00000000000000e-010,0.00000000000000e+000,9.95524285129625e-001,0.00000000000000e+000
1.99526231496888e+002,2.00000000000000e-010,0.00000000000000e+000,9.95488390180885e-001,0.00000000000000e+000
2.51188643150958e+002,2.00000000000000e-010,0.00000000000000e+000,9.95445366783486e-001,0.00000000000000e+000
3.16227766016839e+002,2.00000000000000e-010,0.00000000000000e+000,9.95386373338877e-001,0.00000000000000e+000
3.98107170553498e+002,2.00000000000000e-010,0.00000000000000e+000,9.95299576677256e-001,0.00000000000000e+000
