Step,Information:,X=3.16979n,Run:,17/20
1.00000000000000e-001,7.46297403575855e+001,-6.39597104928942e+000,-1.69979390180643e+002,0.00000000000000e+000
1.25892541179417e-001,7.45964803405222e+001,-8.03082412440653e+000,-1.69979390180643e+002,0.00000000000000e+000
1.58489319246111e-001,7.45442846362249e+001,-1.00683550660658e+001,-1.69979390180643e+002,0.00000000000000e+000
1.99526231496888e-001,7.44628278632915e+001,-1.25933333928869e+001,-1.69979390180643e+002,0.00000000000000e+000
2.51188643150958e-001,7.43367874292896e+001,-1.56951539185423e+001,-1.69979390180643e+002,0.00000000000000e+000
3.16227766016838e-001,7.41442533414535e+001,-1.94557093788070e+001,-1.69979390180643e+002,0.00000000000000e+000
3.98107170553497e-001,7.38556366658130e+001,-2.39274193758635e+001,-1.69979390180643e+002,0.00000000000000e+000
5.01187233627272e-001,7.34343272841829e+001,-2.91008298489731e+001,-1.69979390180643e+002,0.00000000000000e+000
6.30957344480193e-001,7.28407498579459e+001,-3.48688992406175e+001,-1.69979390180643e+002,0.00000000000000e+000
7.94328234724282e-001,7.20405862464578e+001,-4.10068487126963e+001,-1.69979390180643e+002,0.00000000000000e+000
1.00000000000000e+000,7.10150140536906e+001,-4.71911507591798e+001,-1.69979390180643e+002,0.00000000000000e+000
1.25892541179417e+000,6.97676449168725e+001,-5.30633460439883e+001,-1.69979390180643e+002,0.00000000000000e+000
1.58489319246111e+000,6.83235836722038e+001,-5.83102967051643e+001,-1.69979390180643e+002,0.00000000000000e+000
1.99526231496888e+000,6.67214114872122e+001,-6.27178654583641e+001,-1.69979390180643e+002,0.00000000000000e+000
2.51188643150958e+000,6.50034467798265e+001,-6.61781117879565e+001,-1.69979390180643e+002,0.00000000000000e+000
3.16227766016838e+000,6.32090731870171e+001,-6.86629497093680e+001,-1.69979390180643e+002,0.00000000000000e+000
3.98107170553498e+000,6.13724633781487e+001,-7.01889738642702e+001,-1.69979390180643e+002,0.00000000000000e+000
5.01187233627273e+000,5.95235718671093e+001,-7.07906300962914e+001,-1.69979390180643e+002,0.00000000000000e+000
6.30957344480194e+000,5.76907403649796e+001,-7.05083982531765e+001,-1.69979390180643e+002,0.00000000000000e+000
7.94328234724282e+000,5.59035591838041e+001,-6.93932503032041e+001,-1.69979390180643e+002,0.00000000000000e+000
1.00000000000000e+001,5.41947561995982e+001,-6.75269780782880e+001,-1.69979390180643e+002,0.00000000000000e+000
1.25892541179417e+001,5.25995964973137e+001,-6.50552993178257e+001,-1.69979390180643e+002,0.00000000000000e+000
1.58489319246112e+001,5.11511115327338e+001,-6.22228025627132e+001,-1.69979390180643e+002,0.00000000000000e+000
1.99526231496888e+001,4.98706529574558e+001,-5.93870610986858e+001,-1.69979390180643e+002,0.00000000000000e+000
2.51188643150958e+001,4.87565119589709e+001,-5.69858782574222e+001,-1.69979390180643e+002,0.00000000000000e+000
3.16227766016838e+001,4.77766338953021e+001,-5.54518982542893e+001,-1.69979390180643e+002,0.00000000000000e+000
3.98107170553498e+001,4.68707136115939e+001,-5.51043229439297e+001,-1.69979390180643e+002,0.00000000000000e+000
5.01187233627273e+001,4.59618824728535e+001,-5.60641929183543e+001,-1.69979390180643e+002,0.00000000000000e+000
6.30957344480194e+001,4.49737282744869e+001,-5.82249506612336e+001,-1.69979390180643e+002,0.00000000000000e+000
7.94328234724283e+001,4.38471219758030e+001,-6.12871991528340e+001,-1.69979390180643e+002,0.00000000000000e+000
1.00000000000000e+002,4.25513391585405e+001,-6.48475355121126e+001,-1.69979390180643e+002,0.00000000000000e+000
1.25892541179417e+002,4.10853820177430e+001,-6.85083345967777e+001,-1.69979390180643e+002,0.00000000000000e+000
1.58489319246112e+002,3.94700423738967e+001,-7.19620307508488e+001,-1.69979390180643e+002,0.00000000000000e+000
1.99526231496888e+002,3.77361566644880e+001,-7.50220889155393e+001,-1.69979390180643e+002,0.00000000000000e+000
2.51188643150958e+002,3.59149044268663e+001,-7.76081708346290e+001,-1.69979390180643e+002,0.00000000000000e+000
3.16227766016839e+002,3.40325807272958e+001,-7.97114003848234e+001,-1.69979390180643e+002,0.00000000000000e+000
3.98107170553498e+002,3.21091347440963e+001,-8.13607224113649e+001,-1.69979390180643e+002,0.00000000000000e+000
5.01187233627273e+002,3.01587616763959e+001,-8.25988503814081e+001,-1.69979390180643e+002,0.00000000000000e+000
6.30957344480194e+002,2.81912061518349e+001,-8.34678772490270e+001,-1.69979390180643e+002,0.00000000000000e+000
7.94328234724283e+002,2.62130833464332e+001,-8.40016871914097e+001,-1.69979390180643e+002,0.00000000000000e+000
1.00000000000000e+003,2.42289780670857e+001,-8.42223083131324e+001,-1.69979390180643e+002,0.00000000000000e+000
1.25892541179417e+003,2.22423093238263e+001,-8.41382104080107e+001,-1.69979390180643e+002,0.00000000000000e+000
1.58489319246112e+003,2.02560371436357e+001,-8.37433988910652e+001,-1.69979390180643e+002,0.00000000000000e+000
1.99526231496888e+003,1.82733126650560e+001,-8.30167990779304e+001,-1.69979390180643e+002,0.00000000000000e+000
2.51188643150959e+003,1.62981673001774e+001,-8.19218974731370e+001,-1.69979390180643e+002,0.00000000000000e+000
3.16227766016839e+003,1.43363184190241e+001,-8.04069374394812e+001,-1.69979390180643e+002,0.00000000000000e+000
3.98107170553498e+003,1.23961587996358e+001,-7.84062210581230e+001,-1.69979390180643e+002,0.00000000000000e+000
5.01187233627273e+003,1.04900016547710e+001,-7.58435573099196e+001,-1.69979390180643e+002,0.00000000000000e+000
6.30957344480195e+003,8.63559389723682e+000,-7.26399717552496e+001,-1.69979390180643e+002,0.00000000000000e+000
7.94328234724283e+003,6.85763401798825e+000,-6.87290059959089e+001,-1.69979390180643e+002,0.00000000000000e+000
1.00000000000000e+004,5.18846565118259e+000,-6.40826069859252e+001,-1.69979390180643e+002,0.00000000000000e+000
1.25892541179417e+004,3.66645545332248e+000,-5.87462904614570e+001,-1.69979390180643e+002,0.00000000000000e+000
1.58489319246112e+004,2.33048558451919e+000,-5.28723692922229e+001,-1.69979390180643e+002,0.00000000000000e+000
1.99526231496889e+004,1.21061090110240e+000,-4.67288893616678e+001,-1.69979390180643e+002,0.00000000000000e+000
