Step,Information:,X=796.214p,Run:,14/20
1.00000000000000e-001,7.46301473545286e+001,-6.31476775930198e+000,-1.81979403807852e+002,0.00000000000000e+000
1.25892541179417e-001,7.45971205659003e+001,-7.92881437827288e+000,-1.81979403807852e+002,0.00000000000000e+000
1.58489319246111e-001,7.45452874501438e+001,-9.94036114213497e+000,-1.81979403807852e+002,0.00000000000000e+000
1.99526231496888e-001,7.44643882899878e+001,-1.24330281583978e+001,-1.81979403807852e+002,0.00000000000000e+000
2.51188643150958e-001,7.43391912638400e+001,-1.54949197098689e+001,-1.81979403807852e+002,0.00000000000000e+000
3.16227766016838e-001,7.41479014406641e+001,-1.92065558772109e+001,-1.81979403807852e+002,0.00000000000000e+000
3.98107170553497e-001,7.38610548361510e+001,-2.36189812204015e+001,-1.81979403807852e+002,0.00000000000000e+000
5.01187233627272e-001,7.34421386294957e+001,-2.87213882824906e+001,-1.81979403807852e+002,0.00000000000000e+000
6.30957344480193e-001,7.28515870491139e+001,-3.44052057577775e+001,-1.81979403807852e+002,0.00000000000000e+000
7.94328234724282e-001,7.20549504102760e+001,-4.04433528734953e+001,-1.81979403807852e+002,0.00000000000000e+000
1.00000000000000e+000,7.10331431666495e+001,-4.65082955586417e+001,-1.81979403807852e+002,0.00000000000000e+000
1.25892541179417e+000,6.97894847711432e+001,-5.22350414933287e+001,-1.81979403807852e+002,0.00000000000000e+000
1.58489319246111e+000,6.83489029074739e+001,-5.73011437990983e+001,-1.81979403807852e+002,0.00000000000000e+000
1.99526231496888e+000,6.67500116497352e+001,-6.14806098414410e+001,-1.81979403807852e+002,0.00000000000000e+000
2.51188643150958e+000,6.50353896531650e+001,-6.46512592863238e+001,-1.81979403807852e+002,0.00000000000000e+000
3.16227766016838e+000,6.32448965465031e+001,-6.67680812872392e+001,-1.81979403807852e+002,0.00000000000000e+000
3.98107170553498e+000,6.14134188790689e+001,-6.78272957036935e+001,-1.81979403807852e+002,0.00000000000000e+000
5.01187233627273e+000,5.95719558175190e+001,-6.78384773595161e+001,-1.81979403807852e+002,0.00000000000000e+000
6.30957344480194e+000,5.77504090725778e+001,-6.68115819538039e+001,-1.81979403807852e+002,0.00000000000000e+000
7.94328234724282e+000,5.59807466414421e+001,-6.47602879680335e+001,-1.81979403807852e+002,0.00000000000000e+000
1.00000000000000e+001,5.42993545523470e+001,-6.17214866922747e+001,-1.81979403807852e+002,0.00000000000000e+000
1.25892541179417e+001,5.27471186152734e+001,-5.77883132365252e+001,-1.81979403807852e+002,0.00000000000000e+000
1.58489319246112e+001,5.13656142447774e+001,-5.31467271514488e+001,-1.81979403807852e+002,0.00000000000000e+000
1.99526231496888e+001,5.01889112525527e+001,-4.80946547434717e+001,-1.81979403807852e+002,0.00000000000000e+000
2.51188643150958e+001,4.92335874592754e+001,-4.30202507691792e+001,-1.81979403807852e+002,0.00000000000000e+000
3.16227766016838e+001,4.84924722110675e+001,-3.83366117959633e+001,-1.81979403807852e+002,0.00000000000000e+000
3.98107170553498e+001,4.79362956286325e+001,-3.44042294383171e+001,-1.81979403807852e+002,0.00000000000000e+000
5.01187233627273e+001,4.75217807360270e+001,-3.14829478801225e+001,-1.81979403807852e+002,0.00000000000000e+000
6.30957344480194e+001,4.72006174261845e+001,-2.97288016711560e+001,-1.81979403807852e+002,0.00000000000000e+000
7.94328234724283e+001,4.69248771054155e+001,-2.92189999541189e+001,-1.81979403807852e+002,0.00000000000000e+000
1.00000000000000e+002,4.66480795060817e+001,-2.99786477511908e+001,-1.81979403807852e+002,0.00000000000000e+000
1.25892541179417e+002,4.63236804431002e+001,-3.19913862972825e+001,-1.81979403807852e+002,0.00000000000000e+000
1.58489319246112e+002,4.59036101711371e+001,-3.51884560098732e+001,-1.81979403807852e+002,0.00000000000000e+000
1.99526231496888e+002,4.53394773806883e+001,-3.94221838847017e+001,-1.81979403807852e+002,0.00000000000000e+000
2.51188643150958e+002,4.45881375405334e+001,-4.44422355508125e+001,-1.81979403807852e+002,0.00000000000000e+000
3.16227766016839e+002,4.36206872922609e+001,-4.99011297586248e+001,-1.81979403807852e+002,0.00000000000000e+000
3.98107170553498e+002,4.24303061800869e+001,-5.54048045699799e+001,-1.81979403807852e+002,0.00000000000000e+000
5.01187233627273e+002,4.10334348655576e+001,-6.05913658195015e+001,-1.81979403807852e+002,0.00000000000000e+000
6.30957344480194e+002,3.94630506389352e+001,-6.51958096448835e+001,-1.81979403807852e+002,0.00000000000000e+000
7.94328234724283e+002,3.77583492986228e+001,-6.90704687550603e+001,-1.81979403807852e+002,0.00000000000000e+000
1.00000000000000e+003,3.59562565818426e+001,-7.21648576763231e+001,-1.81979403807852e+002,0.00000000000000e+000
1.25892541179417e+003,3.40871767761562e+001,-7.44881141099403e+001,-1.81979403807852e+002,0.00000000000000e+000
1.58489319246112e+003,3.21743822116020e+001,-7.60737285003208e+001,-1.81979403807852e+002,0.00000000000000e+000
1.99526231496888e+003,3.02354496789881e+001,-7.69547777202322e+001,-1.81979403807852e+002,0.00000000000000e+000
2.51188643150959e+003,2.82844618939806e+001,-7.71501337816949e+001,-1.81979403807852e+002,0.00000000000000e+000
3.16227766016839e+003,2.63342380649291e+001,-7.66592957177673e+001,-1.81979403807852e+002,0.00000000000000e+000
3.98107170553498e+003,2.43982757294538e+001,-7.54628830033198e+001,-1.81979403807852e+002,0.00000000000000e+000
5.01187233627273e+003,2.24924580546631e+001,-7.35264341486797e+001,-1.81979403807852e+002,0.00000000000000e+000
6.30957344480195e+003,2.06368008460475e+001,-7.08077229025652e+001,-1.81979403807852e+002,0.00000000000000e+000
7.94328234724283e+003,1.88572355616920e+001,-6.72711418623155e+001,-1.81979403807852e+002,0.00000000000000e+000
1.00000000000000e+004,1.71866416467725e+001,-6.29131925075890e+001,-1.81979403807852e+002,0.00000000000000e+000
1.25892541179417e+004,1.56635379040693e+001,-5.77981361024409e+001,-1.81979403807852e+002,0.00000000000000e+000
