Step,Information:,X=2n,Run:,16/20
1.58489319246112e+009,2.28390590586062e-002,-4.08055324293711e-002,2.00000000000000e-009,0.00000000000000e+000
1.99526231496889e+009,1.53408047339168e-002,-5.88186261910930e-002,2.00000000000000e-009,0.00000000000000e+000
2.51188643150960e+009,2.93441665127486e-003,-7.68507727062167e-002,2.00000000000000e-009,0.00000000000000e+000
3.16227766016840e+009,-1.48833991585491e-002,-9.34237963832837e-002,2.00000000000000e-009,0.00000000000000e+000
3.98107170553500e+009,-3.78754988173767e-002,-1.06511725622149e-001,2.00000000000000e-009,0.00000000000000e+000
5.01187233627275e+009,-6.46156265726563e-002,-1.14066870059727e-001,2.00000000000000e-009,0.00000000000000e+000
6.30957344480197e+009,-9.25448150668390e-002,-1.14895152580866e-001,2.00000000000000e-009,0.00000000000000e+000
7.94328234724287e+009,-1.18751902279977e-001,-1.09308946235258e-001,2.00000000000000e-009,0.00000000000000e+000
1.00000000000001e+010,-1.41026579282007e-001,-9.89882347862753e-002,2.00000000000000e-009,0.00000000000000e+000
1.25892541179418e+010,-1.58434598810650e-001,-8.61710086455483e-002,2.00000000000000e-009,0.00000000000000e+000
1.58489319246112e+010,-1.71171707291475e-001,-7.28288240170154e-002,2.00000000000000e-009,0.00000000000000e+000
1.99526231496889e+010,-1.80049861673883e-001,-6.02746556530787e-002,2.00000000000000e-009,0.00000000000000e+000
2.51188643150960e+010,-1.86031244408245e-001,-4.91751583801659e-002,2.00000000000000e-009,0.00000000000000e+000
3.16227766016840e+010,-1.89969290446198e-001,-3.97395807307443e-002,2.00000000000000e-009,0.00000000000000e+000
3.98107170553500e+010,-1.92522895559787e-001,-3.19156533389284e-002,2.00000000000000e-009,0.00000000000000e+000
5.01187233627276e+010,-1.94162476083807e-001,-2.55296842695240e-002,2.00000000000000e-009,0.00000000000000e+000
6.30957344480198e+010,-1.95208521187051e-001,-2.03692437335976e-002,2.00000000000000e-009,0.00000000000000e+000
7.94328234724287e+010,-1.95873188799736e-001,-1.62254384339368e-002,2.00000000000000e-009,0.00000000000000e+000
1.00000000000000e+011,-1.96294436260483e-001,-1.29112660743818e-002,2.00000000000000e-009,0.00000000000000e+000
