Step,Information:,X=3.16979p,Run:,2/20
1.00000000000000e-001,5.35665448926028e+003,-5.90210069913815e+002,3.16979000000000e-012,0.00000000000000e+000
1.25892541179417e-001,5.31778273311184e+003,-7.37404621614774e+002,3.16979000000000e-012,0.00000000000000e+000
1.58489319246111e-001,5.25736660037098e+003,-9.17329487134058e+002,3.16979000000000e-012,0.00000000000000e+000
1.99526231496888e-001,5.16449425032644e+003,-1.13354648101284e+003,3.16979000000000e-012,0.00000000000000e+000
2.51188643150958e-001,5.02412059235895e+003,-1.38651470799242e+003,3.16979000000000e-012,0.00000000000000e+000
3.16227766016838e-001,4.81727487879558e+003,-1.67032181800894e+003,3.16979000000000e-012,0.00000000000000e+000
3.98107170553497e-001,4.52361918347573e+003,-1.96841309295072e+003,3.16979000000000e-012,0.00000000000000e+000
5.01187233627272e-001,4.12802419994284e+003,-2.25015420674318e+003,3.16979000000000e-012,0.00000000000000e+000
6.30957344480193e-001,3.63114909383173e+003,-2.47236370979792e+003,3.16979000000000e-012,0.00000000000000e+000
7.94328234724282e-001,3.05918132840689e+003,-2.59021638221034e+003,3.16979000000000e-012,0.00000000000000e+000
1.00000000000000e+000,2.46327654634709e+003,-2.57582766512571e+003,3.16979000000000e-012,0.00000000000000e+000
1.25892541179417e+000,1.90359475571620e+003,-2.43275832746842e+003,3.16979000000000e-012,0.00000000000000e+000
1.58489319246111e+000,1.42686420050056e+003,-2.19404949231166e+003,3.16979000000000e-012,0.00000000000000e+000
1.99526231496888e+000,1.05343735817624e+003,-1.90558372422866e+003,3.16979000000000e-012,0.00000000000000e+000
2.51188643150958e+000,7.79676451762383e+002,-1.60844719706104e+003,3.16979000000000e-012,0.00000000000000e+000
3.16227766016838e+000,5.88575044877607e+002,-1.33018412459004e+003,3.16979000000000e-012,0.00000000000000e+000
3.98107170553498e+000,4.59691611986838e+002,-1.08474134521921e+003,3.16979000000000e-012,0.00000000000000e+000
5.01187233627273e+000,3.74776485764590e+002,-8.76350490892058e+002,3.16979000000000e-012,0.00000000000000e+000
6.30957344480194e+000,3.19687830661850e+002,-7.03669398253212e+002,3.16979000000000e-012,0.00000000000000e+000
7.94328234724282e+000,2.84306541821395e+002,-5.62774679158424e+002,3.16979000000000e-012,0.00000000000000e+000
