Freq,Trace ? (°),Trace ? (°),Z
20,0.16838703340133104,-0.28884675635307927,72003.074687602508
60.040080160320642,0.15228893122748541,-0.25986162244652233,71997.753711935307
100.08016032064128,0.16865632224735444,-0.28903690988141817,72037.552220572106
140.12024048096191,0.15759633257766381,-0.26897095926057157,71976.710941614074
180.16032064128257,0.15557845290249941,-0.26523085567753601,72009.911827390271
220.20040080160319,0.1592864271559179,-0.27167194102111136,72003.243760804136
260.24048096192382,0.13806306235231508,-0.23350445025475958,71997.670282966676
300.28056112224448,0.15754155107136086,-0.26815347774109083,71988.865106570622
340.32064128256513,0.15657910516878548,-0.26625567666768601,71998.820127894578
380.36072144288579,0.15181236565744241,-0.2575930926002834,72039.602378698939
420.40080160320639,0.16139813626756735,-0.27454296859611627,72033.945656463227
460.44088176352705,0.15291194532360844,-0.25906425869058847,71971.208150522521
500.4809619238477,0.14985547660247348,-0.25348693394954719,72035.373750048384
540.52104208416836,0.14475830338030188,-0.2440852749396055,71981.169432175477
580.56112224448896,0.15204984996518875,-0.25698625869691538,72024.962585190195
620.60120240480967,0.12119672762742512,-0.20159555140382418,72053.339879798936
660.64128256513027,0.11826039029605431,-0.196097085825919,72026.177302763317
700.68136272545087,0.14894089477939687,-0.25081591894909039,72048.844250100025
740.72144288577158,0.14364904961040206,-0.24101397020576465,71966.656812742018
780.76152304609218,0.13817644846309129,-0.2310222881634135,71982.520602720644
820.80160320641278,0.12991930070598687,-0.21605377595517689,72007.094350500498
860.84168336673349,0.1265747099674738,-0.20985972050382432,72023.716160289216
900.88176352705409,0.12485660761413972,-0.20656373896756791,72033.027155242278
940.9218436873748,0.12091514620083745,-0.1992363540550314,71997.639809441796
980.9619238476954,0.13143632172036934,-0.21786915919929212,72036.572718919648
1021.002004008016,0.12848976509162047,-0.21234677250409531,72030.353831470697
1061.0420841683367,0.13164609140617323,-0.21768230656903059,71973.750256807587
1101.0821643286574,0.12141723979468953,-0.19921509862616235,72047.922283942069
1141.1222444889779,0.11473986692190753,-0.18697300949746326,72009.014859247443
1181.1623246492986,0.15105436367467404,-0.25172223985377423,72027.772347316262
1221.2024048096193,0.15291701831347937,-0.25481247941388024,72039.194660762048
1261.2424849699398,0.12895962045407164,-0.2116533391147099,72021.174188577454
1301.2825651302605,0.12073923590085132,-0.1966575346857542,72002.887745461048
1341.3226452905812,0.11557902895868179,-0.1871784104689006,72026.968659510327
1381.3627254509017,0.12925058492155328,-0.21136460575391908,72022.185014322182
1421.4028056112224,0.1075757952676073,-0.1722806961451176,72000.276649572595
1461.4428857715432,0.16444528656875543,-0.27371165280899323,71973.73797580917
1501.4829659318636,0.084225482185667097,-0.12996859708378133,72053.954162916416
1541.5230460921844,0.12752140036590026,-0.20710107523182694,71990.769117501113
1581.5631262525051,0.1267543249678888,-0.20544726818304643,72001.778260073464
1621.6032064128256,0.14222132052944469,-0.23288901570236159,72053.438771282978
1661.6432865731463,0.13076566939387776,-0.21204381660652394,72018.219590257781
1701.683366733467,0.098697697734476425,-0.15434454550581891,72005.446827913824
1741.7234468937875,0.12891891694544275,-0.20812034997679235,72015.889439522623
1781.7635270541082,0.13007296911537711,-0.20982663168489069,71975.9978855105
1821.8036072144289,0.12966398055658779,-0.20874606187932193,71948.602179967871
1861.8436873747496,0.11467012335470751,-0.18164653516353374,71994.397744891554
1901.8837675350701,0.12868222540361693,-0.20640284548819221,72007.474732455797
1941.9238476953908,0.11089759470678391,-0.17424223211872333,72000.770650324019
1981.9639278557115,0.12073508318014137,-0.19154388605240247,72038.507645507314
2022.004008016032,0.14251103045253533,-0.23009920415720148,71977.592379117545
2062.0440881763525,0.13993087885393005,-0.22510401203556077,71949.77249941109
2102.0841683366734,0.082169988470680549,-0.12148793839419003,72042.813804609832
2142.1242484969939,0.07635135012231048,-0.11064156709594117,71882.869192303478
2182.1643286573149,0.062099282580834289,-0.08483288899532837,71990.168542872707
2222.2044088176353,0.066788009835793902,-0.092930450383820459,72197.421855664928
2262.2444889779558,0.032615887685007568,-0.031350016292212186,71760.87606771948
2302.2845691382768,0.25373702825514732,-0.42661665606449983,72004.482640588569
